Provider State,County,NursingHomes_by_County
AK,Anchorage,3
AK,Bethel,1
AK,Cordova-Mccarthy,1
AK,Fairbanks,1
AK,Juneau,1
AK,Kenai-Cook Inlet,2
AK,Ketchikan,1
AK,Kodiak Island Borough,1
AK,Matanuska-Susitna,2
AK,Nome,1
AK,Not Available,1
AK,Seward,1
AK,Sitka,1
AK,Valdez-Chitina-Whittier,1
AK,Wrangell-Petersburg,2
AL,Autauga,1
AL,Baldwin,7
AL,Barbour,1
AL,Bibb,1
AL,Blount,2
AL,Bullock,1
AL,Butler,2
AL,Calhoun,5
AL,Chambers,4
AL,Cherokee,1
AL,Chilton,1
AL,Choctaw,1
AL,Clarke,2
AL,Clay,2
AL,Cleburne,1
AL,Coffee,2
AL,Colbert,3
AL,Conecuh,1
AL,Coosa,1
AL,Covington,3
AL,Crenshaw,1
AL,Cullman,5
AL,Dale,2
AL,Dallas,3
AL,DeKalb,3
AL,Elmore,4
AL,Escambia,2
AL,Etowah,6
AL,Fayette,1
AL,Franklin,4
AL,Geneva,2
AL,Greene,1
AL,Hale,2
AL,Henry,1
AL,Houston,3
AL,Jackson,3
AL,Jefferson,34
AL,Lamar,1
AL,Lauderdale,5
AL,Lawrence,1
AL,Lee,3
AL,Limestone,2
AL,Lowndes,1
AL,Macon,1
AL,Madison,12
AL,Marengo,2
AL,Marion,3
AL,Marshall,5
AL,Mobile,18
AL,Monroe,2
AL,Montgomery,10
AL,Morgan,4
AL,Perry,2
AL,Pickens,2
AL,Pike,1
AL,Randolph,2
AL,Russell,3
AL,Shelby,3
AL,St. Clair,4
AL,Sumter,1
AL,Talladega,3
AL,Tallapoosa,4
AL,Tuscaloosa,6
AL,Walker,5
AL,Washington,1
AL,Wilcox,1
AL,Winston,2
AR,Arkansas,3
AR,Ashley,2
AR,Baxter,4
AR,Benton,11
AR,Boone,3
AR,Bradley,1
AR,Carroll,2
AR,Chicot,2
AR,Clark,2
AR,Clay,3
AR,Cleburne,2
AR,Cleveland,1
AR,Columbia,3
AR,Conway,2
AR,Craighead,6
AR,Crawford,4
AR,Crittenden,3
AR,Cross,2
AR,Dallas,1
AR,Desha,1
AR,Drew,2
AR,Faulkner,6
AR,Franklin,2
AR,Fulton,1
AR,Garland,9
AR,Grant,1
AR,Greene,2
AR,Hempstead,1
AR,Hot Spring,3
AR,Howard,3
AR,Independence,3
AR,Izard,2
AR,Jackson,2
AR,Jefferson,5
AR,Johnson,1
AR,Lafayette,1
AR,Lawrence,2
AR,Lee,1
AR,Lincoln,2
AR,Little River,2
AR,Logan,2
AR,Lonoke,7
AR,Madison,1
AR,Marion,2
AR,Miller,3
AR,Mississippi,4
AR,Monroe,1
AR,Montgomery,1
AR,Nevada,2
AR,Newton,1
AR,Ouachita,4
AR,Perry,1
AR,Phillips,1
AR,Pike,2
AR,Poinsett,3
AR,Polk,1
AR,Pope,4
AR,Prairie,2
AR,Pulaski,23
AR,Randolph,2
AR,Saline,6
AR,Scott,1
AR,Searcy,1
AR,Sebastian,8
AR,Sevier,1
AR,Sharp,3
AR,St. Francis,1
AR,Stone,1
AR,Union,5
AR,Van Buren,2
AR,Washington,12
AR,White,4
AR,Woodruff,1
AR,Yell,2
AZ,Apache,1
AZ,Cochise,4
AZ,Coconino,4
AZ,Gila,4
AZ,Graham,1
AZ,Maricopa,82
AZ,Mohave,7
AZ,Navajo,3
AZ,Pima,25
AZ,Pinal,3
AZ,Yavapai,7
AZ,Yuma,5
CA,Alameda,72
CA,Amador,1
CA,Butte,9
CA,Calaveras,1
CA,Colusa,2
CA,Contra Costa,29
CA,Del Norte,1
CA,El Dorado,5
CA,Fresno,31
CA,Glenn,1
CA,Humboldt,5
CA,Imperial,3
CA,Inyo,2
CA,Kern,18
CA,Kings,3
CA,Lake,3
CA,Lassen,1
CA,Los Angeles,381
CA,Madera,5
CA,Marin,12
CA,Mariposa,1
CA,Mendocino,4
CA,Merced,10
CA,Modoc,2
CA,Monterey,14
CA,Napa,6
CA,Nevada,5
CA,Orange,74
CA,Placer,10
CA,Plumas,2
CA,Riverside,53
CA,Sacramento,37
CA,San Benito,1
CA,San Bernardino,54
CA,San Diego,83
CA,San Francisco,19
CA,San Joaquin,25
CA,San Luis Obispo,7
CA,San Mateo,14
CA,Santa Barbara,14
CA,Santa Clara,50
CA,Santa Cruz,7
CA,Shasta,10
CA,Siskiyou,1
CA,Solano,9
CA,Sonoma,20
CA,Stanislaus,19
CA,Sutter,4
CA,Tehama,2
CA,Trinity,1
CA,Tulare,16
CA,Tuolumne,2
CA,Ventura,19
CA,Yolo,7
CA,Yuba,1
CO,Adams,18
CO,Alamosa,2
CO,Arapahoe,21
CO,Archuleta,1
CO,Baca,2
CO,Bent,1
CO,Boulder,11
CO,Broomfield,1
CO,Chaffee,1
CO,Cheyenne,1
CO,Conejos,1
CO,Crowley,1
CO,Delta,3
CO,Denver,22
CO,Douglas,7
CO,Eagle,1
CO,El Paso,23
CO,Elbert,1
CO,Fremont,6
CO,Garfield,4
CO,Gunnison,1
CO,Huerfano,1
CO,Jefferson,23
CO,Kit Carson,1
CO,La Plata,2
CO,Larimer,15
CO,Las Animas,1
CO,Lincoln,1
CO,Logan,2
CO,Mesa,7
CO,Moffat,1
CO,Montezuma,2
CO,Montrose,3
CO,Morgan,3
CO,Otero,2
CO,Phillips,1
CO,Prowers,2
CO,Pueblo,9
CO,Rio Blanco,1
CO,Rio Grande,3
CO,Routt,1
CO,Sedgwick,1
CO,Teller,2
CO,Washington,1
CO,Weld,9
CO,Yuma,2
CT,Fairfield,38
CT,Hartford,60
CT,Litchfield,12
CT,Middlesex,16
CT,New Haven,55
CT,New London,17
CT,Tolland,5
CT,Windham,9
DC,District Of Columbia,19
DE,Kent,7
DE,New Castle,28
DE,Sussex,12
FL,Alachua,11
FL,Baker,2
FL,Bay,5
FL,Bradford,2
FL,Brevard,21
FL,Broward,36
FL,Calhoun,2
FL,Charlotte,8
FL,Citrus,9
FL,Clay,12
FL,Collier,12
FL,Columbia,4
FL,DeSoto,1
FL,Dixie,1
FL,Duval,34
FL,Escambia,15
FL,Flagler,2
FL,Franklin,1
FL,Gadsden,1
FL,Gilchrist,2
FL,Gulf,1
FL,Hamilton,1
FL,Hardee,2
FL,Hendry,2
FL,Hernando,5
FL,Highlands,5
FL,Hillsborough,30
FL,Holmes,1
FL,Indian River,7
FL,Jackson,4
FL,Jefferson,2
FL,Lafayette,1
FL,Lake,17
FL,Lee,22
FL,Leon,8
FL,Levy,1
FL,Madison,3
FL,Manatee,13
FL,Marion,10
FL,Martin,7
FL,Miami-Dade,54
FL,Monroe,2
FL,Nassau,2
FL,Okaloosa,8
FL,Okeechobee,1
FL,Orange,36
FL,Osceola,10
FL,Palm Beach,54
FL,Pasco,18
FL,Pinellas,68
FL,Polk,25
FL,Putnam,3
FL,Santa Rosa,4
FL,Sarasota,30
FL,Seminole,10
FL,St. Johns,8
FL,St. Lucie,9
FL,Sumter,2
FL,Suwannee,3
FL,Taylor,1
FL,Volusia,29
FL,Wakulla,1
FL,Walton,2
FL,Washington,2
GA,Appling,1
GA,Bacon,1
GA,Baldwin,4
GA,Barrow,1
GA,Bartow,3
GA,Ben Hill,2
GA,Berrien,1
GA,Bibb,11
GA,Bleckley,1
GA,Brantley,1
GA,Brooks,1
GA,Bryan,1
GA,Bulloch,4
GA,Burke,3
GA,Butts,1
GA,Calhoun,1
GA,Camden,1
GA,Candler,3
GA,Carroll,4
GA,Catoosa,3
GA,Charlton,1
GA,Chatham,14
GA,Chattooga,1
GA,Cherokee,3
GA,Clarke,4
GA,Clay,1
GA,Clayton,4
GA,Clinch,1
GA,Cobb,14
GA,Coffee,1
GA,Colquitt,4
GA,Columbia,3
GA,Cook,1
GA,Coweta,3
GA,Crawford,1
GA,Crisp,2
GA,Dade,1
GA,Decatur,2
GA,DeKalb,18
GA,Dodge,2
GA,Dooly,1
GA,Dougherty,2
GA,Douglas,1
GA,Early,1
GA,Effingham,1
GA,Elbert,3
GA,Emanuel,3
GA,Evans,1
GA,Fannin,1
GA,Fayette,2
GA,Floyd,7
GA,Forsyth,2
GA,Franklin,1
GA,Fulton,18
GA,Gilmer,2
GA,Glascock,1
GA,Glynn,5
GA,Gordon,2
GA,Grady,1
GA,Greene,2
GA,Gwinnett,12
GA,Habersham,2
GA,Hall,5
GA,Hancock,2
GA,Haralson,3
GA,Harris,1
GA,Hart,2
GA,Heard,1
GA,Henry,2
GA,Houston,5
GA,Irwin,2
GA,Jackson,2
GA,Jasper,1
GA,Jeff Davis,1
GA,Jefferson,1
GA,Jenkins,1
GA,Johnson,2
GA,Jones,2
GA,Lamar,1
GA,Lanier,1
GA,Laurens,3
GA,Lee,1
GA,Liberty,1
GA,Long,1
GA,Lowndes,4
GA,Lumpkin,2
GA,Macon,3
GA,Madison,1
GA,Marion,1
GA,McDuffie,1
GA,Meriwether,2
GA,Miller,1
GA,Mitchell,1
GA,Monroe,3
GA,Morgan,1
GA,Murray,1
GA,Muscogee,7
GA,Newton,2
GA,Oconee,1
GA,Oglethorpe,1
GA,Paulding,1
GA,Peach,1
GA,Pickens,2
GA,Polk,3
GA,Pulaski,1
GA,Putnam,1
GA,Rabun,1
GA,Randolph,1
GA,Richmond,11
GA,Rockdale,2
GA,Screven,1
GA,Seminole,1
GA,Spalding,3
GA,Stephens,1
GA,Stewart,1
GA,Sumter,2
GA,Tattnall,2
GA,Taylor,1
GA,Telfair,2
GA,Terrell,1
GA,Thomas,4
GA,Tift,2
GA,Toombs,3
GA,Towns,1
GA,Treutlen,1
GA,Troup,3
GA,Turner,1
GA,Twiggs,1
GA,Union,1
GA,Upson,3
GA,Walker,3
GA,Walton,2
GA,Ware,3
GA,Warren,1
GA,Washington,4
GA,Wayne,3
GA,Wheeler,1
GA,White,2
GA,Whitfield,4
GA,Wilcox,2
GA,Wilkes,1
GA,Wilkinson,1
GA,Worth,1
GU,Guam,1
HI,Hawaii,8
HI,Honolulu,27
HI,Kauai,5
HI,Maui,4
IA,Adair,3
IA,Adams,1
IA,Allamakee,4
IA,Appanoose,3
IA,Audubon,2
IA,Benton,4
IA,Black Hawk,12
IA,Boone,4
IA,Bremer,4
IA,Buchanan,3
IA,Buena Vista,3
IA,Butler,6
IA,Calhoun,4
IA,Carroll,5
IA,Cass,4
IA,Cedar,4
IA,Cerro Gordo,6
IA,Cherokee,5
IA,Chickasaw,2
IA,Clarke,1
IA,Clay,2
IA,Clayton,5
IA,Clinton,4
IA,Crawford,3
IA,Dallas,9
IA,Davis,2
IA,Decatur,2
IA,Delaware,1
IA,Des Moines,5
IA,Dickinson,3
IA,Dubuque,12
IA,Emmet,3
IA,Fayette,5
IA,Floyd,3
IA,Franklin,3
IA,Fremont,2
IA,Greene,2
IA,Grundy,4
IA,Guthrie,2
IA,Hamilton,3
IA,Hancock,3
IA,Hardin,6
IA,Harrison,4
IA,Henry,6
IA,Howard,4
IA,Humboldt,3
IA,Ida,3
IA,Iowa,4
IA,Jackson,3
IA,Jasper,6
IA,Jefferson,2
IA,Johnson,7
IA,Jones,2
IA,Keokuk,3
IA,Kossuth,4
IA,Lee,7
IA,Linn,18
IA,Louisa,3
IA,Lucas,1
IA,Lyon,4
IA,Madison,2
IA,Mahaska,3
IA,Marion,5
IA,Marshall,5
IA,Mills,2
IA,Mitchell,5
IA,Monona,3
IA,Monroe,2
IA,Montgomery,4
IA,Muscatine,5
IA,O'Brien,5
IA,Osceola,2
IA,Page,4
IA,Palo Alto,5
IA,Plymouth,5
IA,Pocahontas,3
IA,Polk,31
IA,Pottawattamie,7
IA,Poweshiek,5
IA,Ringgold,2
IA,Sac,4
IA,Scott,10
IA,Shelby,2
IA,Sioux,5
IA,Story,7
IA,Tama,5
IA,Taylor,2
IA,Union,2
IA,Van Buren,1
IA,Wapello,3
IA,Warren,6
IA,Washington,6
IA,Wayne,1
IA,Webster,6
IA,Winnebago,3
IA,Winneshiek,3
IA,Woodbury,11
IA,Worth,2
IA,Wright,3
ID,Ada,16
ID,Bannock,4
ID,Bear Lake,1
ID,Benewah,1
ID,Bingham,2
ID,Blaine,1
ID,Bonner,2
ID,Bonneville,4
ID,Boundary,1
ID,Canyon,7
ID,Caribou,1
ID,Cassia,2
ID,Clearwater,1
ID,Elmore,1
ID,Franklin,1
ID,Fremont,1
ID,Gem,2
ID,Gooding,1
ID,Idaho,1
ID,Kootenai,6
ID,Latah,2
ID,Lemhi,1
ID,Lincoln,1
ID,Madison,2
ID,Minidoka,1
ID,Nez Perce,6
ID,Oneida,1
ID,Owyhee,1
ID,Payette,1
ID,Power,1
ID,Shoshone,2
ID,Twin Falls,5
ID,Valley,1
ID,Washington,1
IL,Adams,6
IL,Alexander,1
IL,Bond,1
IL,Boone,3
IL,Brown,1
IL,Bureau,4
IL,Calhoun,1
IL,Carroll,2
IL,Cass,2
IL,Champaign,6
IL,Christian,4
IL,Clark,3
IL,Clay,2
IL,Clinton,4
IL,Coles,5
IL,Cook,210
IL,Crawford,2
IL,Cumberland,2
IL,De Witt,2
IL,DeKalb,7
IL,Douglas,4
IL,DuPage,39
IL,Edgar,3
IL,Edwards,1
IL,Effingham,4
IL,Fayette,3
IL,Ford,5
IL,Franklin,5
IL,Fulton,6
IL,Gallatin,1
IL,Greene,1
IL,Grundy,2
IL,Hamilton,2
IL,Hancock,2
IL,Hardin,1
IL,Henderson,1
IL,Henry,5
IL,Iroquois,6
IL,Jackson,2
IL,Jasper,1
IL,Jefferson,4
IL,Jersey,4
IL,Jo Daviess,2
IL,Johnson,1
IL,Kane,25
IL,Kankakee,6
IL,Kendall,2
IL,Knox,6
IL,Lake,24
IL,LaSalle,9
IL,Lawrence,2
IL,Lee,3
IL,Livingston,6
IL,Logan,4
IL,Macon,7
IL,Macoupin,6
IL,Madison,19
IL,Marion,5
IL,Marshall,3
IL,Mason,2
IL,Massac,2
IL,McDonough,5
IL,McHenry,11
IL,McLean,10
IL,Menard,1
IL,Mercer,2
IL,Monroe,2
IL,Montgomery,5
IL,Morgan,5
IL,Moultrie,3
IL,Ogle,7
IL,Peoria,13
IL,Perry,3
IL,Piatt,2
IL,Pike,3
IL,Randolph,4
IL,Richland,2
IL,Rock Island,9
IL,Saline,4
IL,Sangamon,9
IL,Schuyler,1
IL,Scott,1
IL,Shelby,3
IL,St. Clair,18
IL,Stark,1
IL,Stephenson,5
IL,Tazewell,9
IL,Union,4
IL,Vermilion,6
IL,Wabash,1
IL,Warren,2
IL,Washington,1
IL,Wayne,3
IL,White,4
IL,Whiteside,10
IL,Will,18
IL,Williamson,5
IL,Winnebago,16
IL,Woodford,7
IN,Adams,4
IN,Allen,28
IN,Bartholomew,6
IN,Benton,1
IN,Blackford,2
IN,Boone,7
IN,Brown,1
IN,Carroll,1
IN,Cass,4
IN,Clark,7
IN,Clay,2
IN,Clinton,4
IN,Crawford,1
IN,Daviess,6
IN,Dearborn,4
IN,Decatur,5
IN,DeKalb,4
IN,Delaware,13
IN,Dubois,9
IN,Elkhart,13
IN,Fayette,4
IN,Floyd,9
IN,Fountain,1
IN,Franklin,1
IN,Fulton,2
IN,Gibson,4
IN,Grant,6
IN,Greene,2
IN,Hamilton,17
IN,Hancock,5
IN,Harrison,3
IN,Hendricks,10
IN,Henry,7
IN,Howard,7
IN,Huntington,5
IN,Jackson,4
IN,Jasper,3
IN,Jay,2
IN,Jefferson,5
IN,Jennings,1
IN,Johnson,10
IN,Knox,6
IN,Kosciusko,5
IN,LaGrange,2
IN,Lake,23
IN,LaPorte,5
IN,Lawrence,6
IN,Madison,11
IN,Marion,52
IN,Marshall,3
IN,Martin,2
IN,Miami,4
IN,Monroe,8
IN,Montgomery,4
IN,Morgan,6
IN,Newton,1
IN,Noble,7
IN,Ohio,1
IN,Orange,2
IN,Owen,2
IN,Perry,2
IN,Pike,2
IN,Porter,10
IN,Posey,2
IN,Pulaski,3
IN,Putnam,5
IN,Randolph,3
IN,Ripley,5
IN,Rush,2
IN,Scott,4
IN,Shelby,5
IN,Spencer,3
IN,St. Joseph,18
IN,Starke,2
IN,Steuben,2
IN,Sullivan,2
IN,Switzerland,1
IN,Tippecanoe,11
IN,Tipton,1
IN,Union,1
IN,Vanderburgh,17
IN,Vermillion,2
IN,Vigo,10
IN,Wabash,7
IN,Warren,1
IN,Warrick,8
IN,Washington,2
IN,Wayne,8
IN,Wells,6
IN,White,2
IN,Whitley,2
KS,Allen,2
KS,Anderson,2
KS,Atchison,3
KS,Barber,1
KS,Barton,3
KS,Bourbon,1
KS,Brown,2
KS,Butler,7
KS,Chase,1
KS,Chautauqua,1
KS,Cherokee,3
KS,Cheyenne,1
KS,Clark,1
KS,Clay,3
KS,Cloud,4
KS,Coffey,2
KS,Comanche,2
KS,Cowley,6
KS,Crawford,6
KS,Decatur,1
KS,Dickinson,4
KS,Doniphan,2
KS,Douglas,6
KS,Edwards,1
KS,Ellis,3
KS,Ellsworth,2
KS,Finney,2
KS,Ford,5
KS,Franklin,3
KS,Geary,1
KS,Gove,1
KS,Graham,1
KS,Grant,1
KS,Gray,2
KS,Greeley,1
KS,Greenwood,1
KS,Harper,2
KS,Harvey,7
KS,Haskell,1
KS,Jackson,1
KS,Jefferson,4
KS,Johnson,38
KS,Kearny,1
KS,Kingman,2
KS,Kiowa,1
KS,Labette,5
KS,Leavenworth,5
KS,Lincoln,1
KS,Logan,1
KS,Lyon,3
KS,Marion,6
KS,Marshall,2
KS,McPherson,7
KS,Meade,2
KS,Miami,4
KS,Mitchell,2
KS,Montgomery,5
KS,Morris,1
KS,Morton,1
KS,Nemaha,5
KS,Neosho,3
KS,Ness,1
KS,Norton,1
KS,Osage,2
KS,Osborne,2
KS,Ottawa,2
KS,Pawnee,1
KS,Phillips,2
KS,Pottawatomie,4
KS,Pratt,3
KS,Rawlins,1
KS,Reno,7
KS,Republic,1
KS,Rice,3
KS,Riley,4
KS,Rooks,2
KS,Rush,1
KS,Russell,2
KS,Saline,6
KS,Scott,1
KS,Sedgwick,31
KS,Seward,3
KS,Shawnee,16
KS,Sheridan,1
KS,Sherman,1
KS,Smith,2
KS,Stafford,2
KS,Stanton,1
KS,Stevens,1
KS,Sumner,5
KS,Thomas,2
KS,Trego,1
KS,Wabaunsee,2
KS,Wallace,1
KS,Washington,2
KS,Wichita,1
KS,Wilson,1
KS,Woodson,1
KS,Wyandotte,10
KY,Adair,1
KY,Allen,1
KY,Anderson,1
KY,Ballard,1
KY,Barren,6
KY,Bath,1
KY,Bell,2
KY,Boone,4
KY,Bourbon,1
KY,Boyd,4
KY,Boyle,2
KY,Bracken,1
KY,Breathitt,1
KY,Breckinridge,2
KY,Bullitt,2
KY,Butler,1
KY,Caldwell,1
KY,Calloway,1
KY,Campbell,5
KY,Carlisle,1
KY,Carroll,1
KY,Carter,1
KY,Casey,1
KY,Christian,5
KY,Clark,2
KY,Clay,1
KY,Clinton,1
KY,Crittenden,1
KY,Cumberland,1
KY,Daviess,7
KY,Edmonson,1
KY,Elliott,1
KY,Estill,1
KY,Fayette,15
KY,Fleming,1
KY,Floyd,2
KY,Franklin,2
KY,Fulton,1
KY,Gallatin,1
KY,Garrard,1
KY,Grant,1
KY,Graves,3
KY,Grayson,2
KY,Green,1
KY,Greenup,3
KY,Hancock,1
KY,Hardin,7
KY,Harlan,2
KY,Harrison,3
KY,Hart,1
KY,Henderson,2
KY,Henry,1
KY,Hickman,2
KY,Hopkins,7
KY,Jackson,1
KY,Jefferson,45
KY,Jessamine,2
KY,Johnson,1
KY,Kenton,7
KY,Knott,1
KY,Knox,1
KY,Larue,1
